Language	Concept	IPA	Cognate Class	ASJP	SCA
bhs	nose	mosːoːɾ	1	mosor	MUSUR
bhb	nose	mosːoːɾ	1	mosor	MUSUR
ktg	nose	mosər	1	mos3r	MUSER
pmd	nose	mosər	1	mos3r	MUSER
gut	nose	mos̪əɾ	1	mos3r	MUSER
met	nose	moso	1	moso	MUSU
mdh	nose	mosor	1	mosor	MUSUR
mal	nose	mosori	1	mosori	MUSURI
mbh	nose	mosoɾe	1	mosore	MUSURE
gni	nose	mosur	1	mosur	MUSYR
glb	nose	mosʌr	1	mosor	MUSER
mso	nose	mɔso	1	moso	MUSU
mad	nose	mɔsor	1	mosor	MUSUR
gbh	nose	mukˑu	1	muku	MYKY
get	nose	musər	1	mus3r	MYSER
gja	nose	musər	1	mus3r	MYSER
mud	nose	musoɾ	1	musor	MYSUR
grp	nose	mʌsor	1	mosor	MESUR
mku	nose	mʌsor	1	mosor	MESUR
gok	nose	mʌsor	1	mosor	MESUR
goa	nose	mʌsoɾ	1	mosor	MESUR
mlj	nose	mʌsoɾ	1	mosor	MESUR
dog	nose	mʌsur	1	mosur	MESYR
gba	nose	mʌsur	1	mosur	MESYR
ght	nose	mʌsʌr	1	mosor	MESER
gcj	nose	nosər	1	nos3r	NUSER
gtd	oil	(tʃoko)ni	1	tSokoni	TSUKUNI
mso	oil	nei̯	1	nei	NE
mlj	oil	nei̯	1	nei	NE
mud	oil	nei̯	1	nei	NE
bhs	oil	nej	1	ney	NEJ
bhb	oil	nej	1	ney	NEJ
met	oil	nejuŋ	1	neyuN	NEJYN
mal	oil	neu	1	neu	NE
grp	oil	ni	1	ni	NI
ght	oil	ni	1	ni	NI
glb	oil	ni	1	ni	NI
ktg	oil	ni	1	ni	NI
mdh	oil	ni	1	ni	NI
mku	oil	ni	1	ni	NI
gja	oil	ni	1	ni	NI
gkt	oil	ni	1	ni	NI
gok	oil	ni	1	ni	NI
psh	oil	ni	1	ni	NI
pmd	oil	ni	1	ni	NI
pkh	oil	ni	1	ni	NI
gcj	oil	ni	1	ni	NI
ggg	oil	ni	1	ni	NI
khu	oil	ni	1	ni	NI
bhe	oil	ni	1	ni	NI
prg	oil	ni	1	ni	NI
gki	oil	ni	1	ni	NI
gar	oil	ni	1	ni	NI
gam	oil	ni	1	ni	NI
gwa	oil	ni	1	ni	NI
gch	oil	ni	1	ni	NI
gdh	oil	ni	1	ni	NI
rui	oil	n̪i	1	ni	NI
dog	oil	niː	1	ni	NI
gse	oil	niː	1	ni	NI
gra	oil	niː	1	ni	NI
gka	oil	niːɨ	1	ni3	NI
gni	oil	niːu	1	niu	NI
gut	oil	niˑu	1	niu	NI
bhm	oil	nij	1	niy	NIJ
goa	oil	nijui	1	niyui	NIJY
get	oil	niu	1	niu	NI
gba	oil	niu	1	niu	NI
mbh	oil	niuˑ	1	niu	NI
mad	oil	niyu	1	niiu	NI
lxg	oil	nɪju	1	niyu	NIJY
gbh	oil	nuiˑu	1	nuiu	NY
mad	old	bera	1	bera	PERA
rui	old	dzʰunal	2	dzh~unal	TSYNAL
gki	old	dʒʰunaɭ	2	dZh~unaL	TSYNAL
ggg	old	dʒinal	2	dZinal	TSINAL
gok	old	dʒuna	2	dZuna	TSYNA
mlj	old	dʒuna	2	dZuna	TSYNA
grp	old	dʒunal	2	dZunal	TSYNAL
ght	old	dʒunal	2	dZunal	TSYNAL
glb	old	dʒunal	2	dZunal	TSYNAL
dog	old	dʒunal	2	dZunal	TSYNAL
mdh	old	dʒunal	2	dZunal	TSYNAL
mku	old	dʒunal	2	dZunal	TSYNAL
khu	old	dʒunal	2	dZunal	TSYNAL
bhe	old	dʒunal	2	dZunal	TSYNAL
gka	old	dʒunal̆	2	dZunal	TSYNAL
gse	old	dʒunaɭ	2	dZunaL	TSYNAL
prg	old	dʒunar	2	dZunar	TSYNAR
gar	old	dʒunnal	2	dZunnal	TSYNAL
gam	old	dʒunnal	2	dZunnal	TSYNAL
gwa	old	dʒunnal	2	dZunnal	TSYNAL
gch	old	dʒunno	2	dZunno	TSYNU
gdh	old	dʒunno	2	dZunno	TSYNU
gtd	old	dʒuno	2	dZuno	TSYNU
pmd	old	dʒunol	2	dZunol	TSYNUL
gcj	old	dʒunol	2	dZunol	TSYNUL
gbh	old	padana	3	padana	PATANA
goa	old	paɖana	3	padana	PATANA
mbh	old	pant̪a	3	panta	PANTA
bhb	old	pant̪a	3	panta	PANTA
bhm	old	pant̪ʌ	3	panto	PANTE
bhs	old	pant̪ʌ	3	panto	PANTE
met	old	paɳʌ	3	pano	PANE
mal	old	parna	3	parna	PARNA
gra	old	paɾanana	3	paranana	PARANANA
gkt	old	purano	3	purano	PYRANU
psh	old	purano	3	purano	PYRANU
pkh	old	purano	3	purano	PYRANU
gut	old	pʌɖana	3	podana	PETANA
gba	old	pʌɖana	3	podana	PETANA
mud	old	pʌɖana	3	podana	PETANA
gni	old	pʌɖanʌ	3	podano	PETANE
lxg	old	pʌɖanʌ	3	podano	PETANE
get	old	pʌrana	3	porana	PERANA
gja	old	pʌrɳana	3	pornana	PERNANA
ktg	old	pʌrʌna	3	porona	PERENA
mso	old	pʌʈana	3	potana	PETANA
gtd	older_brother	-----	?	-----	-----
glb	older_brother	ba	1	ba	PA
psh	older_brother	bahai̯a	1	bahaia	PAHA
gdh	older_brother	baiya	1	baiia	PA
ggg	older_brother	bau	1	bau	PA
prg	older_brother	bau,baiyə	1	bau, baii3	PA, PA
pkh	older_brother	bhai̯	1	bhai	PHA
pmd	older_brother	bhai̯ya	1	bhaiia	PHA
khu	older_brother	bʰau	1	bh~au	PA
bhe	older_brother	bʰau	1	bh~au	PA
grp	older_brother	bʰau̯	1	bh~au	PA
gcj	older_brother	bhav	1	bhav	PHAB
gkt	older_brother	bʰav	1	bh~av	PAB
gut	older_brother	daːdaʔ	2	dada7	TATAH
mal	older_brother	dada	2	dada	TATA
gok	older_brother	dada	2	dada	TATA
gch	older_brother	dada	2	dada	TATA
rui	older_brother	d̪ad̪a	2	dada	TATA
dog	older_brother	d̪ad̪a	2	dada	TATA
get	older_brother	d̪ad̪a	2	dada	TATA
gja	older_brother	d̪ad̪a	2	dada	TATA
mad	older_brother	d̪ad̪a	2	dada	TATA
gba	older_brother	d̪ad̪a	2	dada	TATA
gra	older_brother	d̪ad̪a	2	dada	TATA
goa	older_brother	d̪ad̪a	2	dada	TATA
met	older_brother	d̪ad̪a	2	dada	TATA
mso	older_brother	d̪ad̪a	2	dada	TATA
mlj	older_brother	d̪ad̪a	2	dada	TATA
mud	older_brother	d̪ad̪a	2	dada	TATA
ght	older_brother	dadal	2	dadal	TATAL
mdh	older_brother	dadal	2	dadal	TATAL
mku	older_brother	dadal	2	dadal	TATAL
gbh	older_brother	d̪ad̪al	2	dadal	TATAL
mbh	older_brother	d̪ad̪al	2	dadal	TATAL
gwa	older_brother	d̪ad̪al	2	dadal	TATAL
bhm	older_brother	d̪ad̪al	2	dadal	TATAL
bhs	older_brother	d̪ad̪al	2	dadal	TATAL
bhb	older_brother	d̪ad̪al	2	dadal	TATAL
gki	older_brother	dadaɭ	2	dadaL	TATAL
gni	older_brother	d̪ad̪ʌl	2	dadol	TATEL
lxg	older_brother	d̪ad̪ʌl	2	dadol	TATEL
gar	older_brother	tamu	3	tamu	TAMY
gam	older_brother	tamu	3	tamu	TAMY
gka	older_brother	t̪amu	3	tamu	TAMY
gse	older_brother	t̪omoʔ	3	tomo7	TUMUH
ktg	older_brother	tʌmor	3	tomor	TEMUR
pkh	older_sister	(baɖe)didi	?	badedidi	PATETITI
psh	older_sister	(bəɖe)didi	?	b3dedidi	PETETITI
dog	older_sister	(dʌɡuɾ)ʈəka	?	dogurt3ka	TEKYRTEKA
mku	older_sister	(hʌdʒor)bʰai	?	hodZorbh~ai	HETSURPA
ktg	older_sister	(hʌdʒor)helar	?	hodZorhelar	HETSURHELAR
prg	older_sister	(paɖa)bai	?	padabai	PATAPA
gch	older_sister	(paɖa)bai	?	padabai	PATAPA
gdh	older_sister	(paɖa)bai	?	padabai	PATAPA
gwa	older_sister	(paɖa)bai,seylal	?	padabai, seilal	PATAPA, SELAL
gtd	older_sister	(paɖa)selaɖa	?	padaselada	PATASELATA
bhe	older_sister	(paɖal)seylar	?	padalseilar	PATALSELAR
grp	older_sister	(paɖʌl)selar	?	padolselar	PATELSELAR
gkt	older_sister	(pal̆a)bʰai̯	?	palabh~ai	PALAPA
ght	older_sister	(para)ʃelala	?	paraSelala	PARASELALA
gja	older_sister	(pəhera)bai	?	p3herabai	PEHERAPA
goa	older_sister	(pɛd̪ʌ)kaʔ,halkʌi	?	pEdoka7, halkoi	PETEKAH, HALKE
khu	older_sister	(pʰadəl̆)seylal	?	ph~ad3lseilal	PATELSELAL
gar	older_sister	(pʰaɖa)seylal	?	ph~adaseilal	PATASELAL
gam	older_sister	(pʰaɖa)seylal	?	ph~adaseilal	PATASELAL
ggg	older_sister	(pʰədəl)seylal	?	ph~3d3lseilal	PETELSELAL
glb	older_sister	(podʌ)selar	?	podoselar	PUTESELAR
gka	older_sister	(pora)selal̆	?	poraselal	PURASELAL
gse	older_sister	(poɾa)selal	?	poraselal	PURASELAL
gra	older_sister	(pɾɛsa)bai	?	prEsabai	PRESAPA
gcj	older_sister	(soɡʌr)selar	?	sogorselar	SUKERSELAR
mad	older_sister	akˑa	?	aka	AKA
gba	older_sister	akˑal	?	akal	AKAL
get	older_sister	aka	?	aka	AKA
gut	older_sister	baːi	?	bai	PA
gki	older_sister	bai	?	bai	PA
gni	older_sister	baije	?	baiye	PAJE
mdh	older_sister	bʰai	?	bh~ai	PA
lxg	older_sister	bʌji	?	boyi	PEJI
gok	older_sister	didi	?	didi	TITI
pmd	older_sister	didi	?	didi	TITI
mso	older_sister	d̪id̪i	?	didi	TITI
mlj	older_sister	d̪id̪i	?	didi	TITI
mud	older_sister	d̪id̪i	?	didi	TITI
mbh	older_sister	iˑa	?	ia	I
bhm	older_sister	nano	?	nano	NANU
bhs	older_sister	nano	?	nano	NANU
bhb	older_sister	nano	?	nano	NANU
rui	older_sister	ʈəkan	?	t3kan	TEKAN
gbh	older_sister	ʌkˑai	?	okai	EKA
mal	older_sister	ʌka	?	oka	EKA
met	older_sister	ʌkʌl	?	okol	EKEL
gbh	one	ond̪i	1	ondi	UNTI
mud	one	ond̪i	1	ondi	UNTI
bhb	one	onɖə	1	ond3	UNTE
bhs	one	oɳdoːj	1	ondoy	UNTUJ
bhm	one	oɳɖ	1	ond	UNT
mlj	one	ũɖi	1	udi	YTI
rui	one	undi	1	undi	YNTI
grp	one	undi	1	undi	YNTI
ght	one	undi	1	undi	YNTI
glb	one	undi	1	undi	YNTI
ktg	one	undi	1	undi	YNTI
dog	one	undi	1	undi	YNTI
mdh	one	undi	1	undi	YNTI
mku	one	undi	1	undi	YNTI
gni	one	undi	1	undi	YNTI
gut	one	undi	1	undi	YNTI
gja	one	undi	1	undi	YNTI
mal	one	undi	1	undi	YNTI
mad	one	undi	1	undi	YNTI
gtd	one	undi	1	undi	YNTI
gba	one	undi	1	undi	YNTI
gkt	one	undi	1	undi	YNTI
gok	one	undi	1	undi	YNTI
gcj	one	undi	1	undi	YNTI
ggg	one	undi	1	undi	YNTI
khu	one	undi	1	undi	YNTI
bhe	one	undi	1	undi	YNTI
prg	one	undi	1	undi	YNTI
gki	one	undi	1	undi	YNTI
gar	one	undi	1	undi	YNTI
gam	one	undi	1	undi	YNTI
gwa	one	undi	1	undi	YNTI
gch	one	undi	1	undi	YNTI
gdh	one	undi	1	undi	YNTI
mbh	one	und̪i	1	undi	YNTI
gra	one	und̪i	1	undi	YNTI
goa	one	und̪i	1	undi	YNTI
met	one	und̪i	1	undi	YNTI
mso	one	und̪i	1	undi	YNTI
lxg	one	und̪ɪ	1	undi	YNTI
pkh	one	undʌl	1	undol	YNTEL
gka	one	unɖi	1	undi	YNTI
gse	one	unɖi	1	undi	YNTI
psh	one	untʌl̆	1	untol	YNTEL
pmd	one	uri	1	uri	YRI
get	one	uʌdi	1	uodi	YTI
gwa	one_hundred	(undi)nur	1	undinur	YNTINYR
gse	one_hundred	(unɖi)nuɭ	1	undinuL	YNTINYL
gka	one_hundred	(unɖi)nur	1	undinur	YNTINYR
bhm	one_hundred	ejiŋkoːɽi	2	eyiNkori	EJINKURI
bhs	one_hundred	ejŋkoɖi	2	eyNkodi	EJNKUTI
mso	one_hundred	hʌi̯ŋkoʈi	2	hoiNkoti	HENKUTI
gbh	one_hundred	noˑɾu	1	noru	NURY
lxg	one_hundred	nuːru	1	nuru	NYRY
gut	one_hundred	nuːɾu	1	nuru	NYRY
goa	one_hundred	nuːɾu	1	nuru	NYRY
grp	one_hundred	nur	1	nur	NYR
ght	one_hundred	nur	1	nur	NYR
glb	one_hundred	nur	1	nur	NYR
mdh	one_hundred	nur	1	nur	NYR
mku	one_hundred	nur	1	nur	NYR
get	one_hundred	nur	1	nur	NYR
gja	one_hundred	nur	1	nur	NYR
gba	one_hundred	nur	1	nur	NYR
prg	one_hundred	nur	1	nur	NYR
gar	one_hundred	nur	1	nur	NYR
gam	one_hundred	nur	1	nur	NYR
ktg	one_hundred	nura	1	nura	NYRA
gni	one_hundred	nuru	1	nuru	NYRY
mal	one_hundred	nuru	1	nuru	NYRY
mad	one_hundred	nuru	1	nuru	NYRY
met	one_hundred	nuru	1	nuru	NYRY
gra	one_hundred	nuɽ	1	nur	NYR
mbh	one_hundred	nuɾu	1	nuru	NYRY
bhb	one_hundred	sau	3	sau	SA
gtd	one_hundred	sɛnkəra	4	sEnk3ra	SENKERA
gok	one_hundred	so	3	so	SU
gch	one_hundred	sol	3	sol	SUL
khu	one_hundred	sou	3	sou	SU
gdh	one_hundred	sou̯	3	sou	SU
rui	one_hundred	ʃəmbər	5	S3mb3r	SEMPER
dog	one_hundred	ʃʌmbʌɾi	5	Sombori	SEMPERI
gki	one_hundred	tʃʌmbɾe	5	tSombre	TSEMPRE
mlj	one_hundred	ũɖiso	3	udiso	YTISU
gkt	one_hundred	undiso	3	undiso	YNTISU
pkh	one_hundred	undiso	3	undiso	YNTISU
gcj	one_hundred	undiso	3	undiso	YNTISU
ggg	one_hundred	undiso	3	undiso	YNTISU
bhe	one_hundred	undiso	3	undiso	YNTISU
psh	one_hundred	und̆iso	3	undiso	YNTISU
mud	one_hundred	und̪so	3	undso	YNTSU
pmd	one_hundred	uriso	3	uriso	YRISU
gdh	onion	(h)uli	1	huli	HYLI
mlj	onion	ɡõd̪ɾi	2	godri	KUTRI
bhe	onion	ɡondəli	2	gond3li	KUNTELI
mso	onion	ɡond̪iɾi	2	gondiri	KUNTIRI
mud	onion	ɡond̪iɾi	2	gondiri	KUNTIRI
khu	onion	ɡondli	2	gondli	KUNTLI
ggg	onion	ɡondri	2	gondri	KUNTRI
prg	onion	ɡondri	2	gondri	KUNTRI
ktg	onion	ɡundli	2	gundli	KYNTLI
gcj	onion	kanda,mati	3	kanda, mati	KANTA, MATI
pmd	onion	matæi	4	matEi	MATE
get	onion	mati	4	mati	MATI
psh	onion	maʈi	4	mati	MATI
pkh	onion	maʈi	4	mati	MATI
mbh	onion	ul	5	ul	YL
gut	onion	ulːi	5	uli	YLI
gka	onion	ulːi	5	uli	YLI
met	onion	ulːi	5	uli	YLI
bhm	onion	ulːi	5	uli	YLI
bhb	onion	ulːi,ɡaːnd̪aɾ	5	uli, gandar	YLI, KANTAR
lxg	onion	ulːɪ	5	uli	YLI
bhs	onion	ulːu	5	ulu	YLY
gbh	onion	ulˑi	5	uli	YLI
mad	onion	ulˑi	5	uli	YLI
glb	onion	uli	5	uli	YLI
mdh	onion	uli	5	uli	YLI
mku	onion	uli	5	uli	YLI
gja	onion	uli	5	uli	YLI
mal	onion	uli	5	uli	YLI
gtd	onion	uli	5	uli	YLI
gba	onion	uli	5	uli	YLI
gkt	onion	uli	5	uli	YLI
gok	onion	uli	5	uli	YLI
gam	onion	uli	5	uli	YLI
gwa	onion	uli	5	uli	YLI
gch	onion	uli	5	uli	YLI
ght	onion	uli,ɡoŋli	5	uli, goNli	YLI, KUNLI
goa	onion	uli(kʌda)	5	ulikoda	YLIKETA
grp	onion	ulin	5	ulin	YLIN
gra	onion	uliŋ	5	uliN	YLIN
rui	onion	ulli	5	ulli	YLI
gar	onion	ulli	5	ulli	YLI
dog	onion	uɭːi	5	uLi	YLI
gni	onion	uɭːi	5	uLi	YLI
gse	onion	uɭiː	5	uLi	YLI
gki	onion	uɭin	5	uLin	YLIN
gra	palm	-----	?	-----	-----
mlj	palm	-----	?	-----	-----
mud	palm	-----	?	-----	-----
gbh	palm	aɾikaiˑu	1	arikaiu	ARIKA
gba	palm	aɾikei̯yu	1	arikeiiu	ARIKE
goa	palm	aɾkei̯ju	1	arkeiyu	ARKEJY
gni	palm	ast̪oɾkʌi̯	1	astorkoi	ASTURKE
bhm	palm	bʌlːʌkʌj	1	bolokoy	PELEKEJ
bhb	palm	bʌtakʌj	1	botakoy	PETAKEJ
mdh	palm	dawɭa	2	dawLa	TAWLA
gtd	palm	ɡadeli	3	gadeli	KATELI
psh	palm	ɡədia	3	g3dia	KETI
pmd	palm	ɡədia	3	g3dia	KETI
pkh	palm	ɡədia	3	g3dia	KETI
gcj	palm	ɡədia	3	g3dia	KETI
mbh	palm	halˑa	4	hala	HALA
prg	palm	hateli	4	hateli	HATELI
gch	palm	hateli	4	hateli	HATELI
gdh	palm	hateli	4	hateli	HATELI
gwa	palm	hateli,bəndʒa	4	hateli, b3ndZa	HATELI, PENTSA
khu	palm	hatoɖi	4	hatodi	HATUTI
grp	palm	hatori	4	hatori	HATURI
bhe	palm	hatori	4	hatori	HATURI
ggg	palm	hatoriŋ	4	hatoriN	HATURIN
gkt	palm	haʈɛli	4	hatEli	HATELI
gok	palm	hʌʈori	4	hotori	HETURI
ktg	palm	kai̯	1	kai	KA
bhs	palm	labakʌj	1	labakoy	LAPAKEJ
get	palm	mʌta	5	mota	META
met	palm	nʌla	6	nola	NELA
mso	palm	nʌla	6	nola	NELA
mal	palm	nʌɭˑa	6	noLa	NELA
mad	palm	nʌɭa	6	noLa	NELA
gki	palm	pʌndʒa	7	pondZa	PENTSA
gam	palm	taɖakai	8	tadakai	TATAKA
ght	palm	tarakai̯	8	tarakai	TARAKA
gka	palm	t̪arkəi̯	8	tark3i	TARKE
gut	palm	t̪aɽkai̯	8	tarkai	TARKA
rui	palm	t̪əɭkai	8	t3Lkai	TELKA
dog	palm	təɾkɨ	8	t3rk3	TERKI
gar	palm	təyat	8	t3iat	TET
gja	palm	tudakai̯	8	tudakai	TYTAKA
glb	palm	tʌrkoi	8	torkoi	TERKU
mku	palm	tʌɾkai	8	torkai	TERKA
gse	palm	ʈəɾkʊi̯		t3rkui	TERKY
lxg	palm	ʌhtʃuˑrkʌi̯	8	ohtSurkoi	EHTSYRKE
mal	path	(kal)aɣe	1	kalaxe	KALAGE
gba	path	(kal)hʌri	2	kalhori	KALHERI
met	path	(kaɭ)aheiʔ	1	kaLahei7	KALAHEH
gra	path	(kaɭ)səɾi	2	kaLs3ri	KALSERI
mad	path	aɣei̯	1	axei	AGE
pkh	path	ɡuli	3	guli	KYLI
goa	path	haɾi	2	hari	HARI
ktg	path	həri	2	h3ri	HERI
mdh	path	hʌre	2	hore	HERE
get	path	hʌri	2	hori	HERI
gja	path	hʌri	2	hori	HERI
gok	path	hʌri	2	hori	HERI
gbh	path	hʌɾ	2	hor	HER
mku	path	hʌɾi	2	hori	HERI
mud	path	paɖhʌɾ	4	padhor	PATHER
mlj	path	paɽi	4	pari	PARI
rui	path	səri	2	s3ri	SERI
ght	path	səri	2	s3ri	SERI
gut	path	səri	2	s3ri	SERI
gtd	path	səri	2	s3ri	SERI
gkt	path	səri	2	s3ri	SERI
ggg	path	səri	2	s3ri	SERI
khu	path	səri	2	s3ri	SERI
bhe	path	səri	2	s3ri	SERI
prg	path	səri	2	s3ri	SERI
gka	path	səri	2	s3ri	SERI
gse	path	səri	2	s3ri	SERI
gar	path	səri	2	s3ri	SERI
gam	path	səri	2	s3ri	SERI
gwa	path	səri	2	s3ri	SERI
gch	path	səri	2	s3ri	SERI
gdh	path	səri	2	s3ri	SERI
psh	path	səri,ɡuli	2	s3ri, guli	SERI, KYLI
pmd	path	sudri	2	sudri	SYTRI
gcj	path	sʌdri	2	sodri	SETRI
grp	path	sʌri	2	sori	SERI
glb	path	sʌri	2	sori	SERI
dog	path	sʌri	2	sori	SERI
gni	path	sʌri	2	sori	SERI
gki	path	sʌri	2	sori	SERI
lxg	path	sʌrɪ	2	sori	SERI
mbh	path	ʌɡʰai	2	ogh~ai	EKA
mso	path	ʌhɛi̯	2	ohEi	EHE
bhm	path	ʌr	2	or	ER
bhs	path	ʌr	2	or	ER
bhb	path	ʌr	2	or	ER
bhm	pestle	-----	?	-----	-----
bhs	pestle	-----	?	-----	-----
khu	pestle	bata	1	bata	PATA
gdh	pestle	bata	1	bata	PATA
bhe	pestle	bəʈa	1	b3ta	PETA
gba	pestle	bʌndʌ,usmal	2	bondo, usmal	PENTE, YSMAL
mdh	pestle	bʌta	1	bota	PETA
dog	pestle	bʌt̪a	1	bota	PETA
gra	pestle	dʒaki	3	dZaki	TSAKI
gja	pestle	dʒəta	3	dZ3ta	TSETA
gbh	pestle	dʒot̪ˑa,bʰodu	3	dZota, bh~odu	TSUTA, PUTY
gwa	pestle	huskal	4	huskal	HYSKAL
mal	pestle	kuti	5	kuti	KYTI
bhb	pestle	kʌl	6	kol	KEL
gcj	pestle	lodha	7	lodha	LUTHA
psh	pestle	lodi	7	lodi	LUTI
mso	pestle	loɖ	7	lod	LUT
pkh	pestle	loɖa	7	loda	LUTA
mud	pestle	loɖa	7	loda	LUTA
mlj	pestle	loɾha	7	lorha	LURHA
gok	pestle	lotːha,usmʌl	7	lotha, usmol	LUTHA, YSMEL
gar	pestle	musəl	8?	mus3l	MYSEL
gkt	pestle	paɽta,lodi	9	parta, lodi	PARTA, LUTI
pmd	pestle	pata	9	pata	PATA
gse	pestle	paʈa	9	pata	PATA
rui	pestle	rokall	A	rokall	RUKAL
gki	pestle	rokəɭ	A	rok3L	RUKEL
gni	pestle	rokʌl	A	rokol	RUKEL
lxg	pestle	rokʌl	A	rokol	RUKEL
gut	pestle	ɾokʌl	A	rokol	RUKEL
ggg	pestle	toŋɡi	B	toNgi	TUNKI
gtd	pestle	tʌŋi	B	toNi	TENI
gam	pestle	uata	C	uata	YTA
mad	pestle	usaspal	C	usaspal	YSASPAL
grp	pestle	uskal	4	uskal	YSKAL
glb	pestle	uskal	4	uskal	YSKAL
prg	pestle	uskal	4	uskal	YSKAL
gch	pestle	uskal	4	uskal	YSKAL
get	pestle	usmal	D	usmal	YSMAL
met	pestle	usmal	D	usmal	YSMAL
goa	pestle	usmal,ukʌɭ	D	usmal, ukoL	YSMAL, YKEL
mbh	pestle	usmali	D	usmali	YSMALI
ktg	pestle	usməl	D	usm3l	YSMEL
mku	pestle	usmʌl	D	usmol	YSMEL
ght	pestle	warola	E	warola	WARULA
gka	pestle	warota,paʈa	E	warota, pata	WARUTA, PATA
gut	potato	aːlu	1	alu	ALY
lxg	potato	aːluɡ(ʌɖːʌ)	1	alugodo	ALYKETE
gbh	potato	alˑuɡʰada	1	alugh~ada	ALYKATA
mad	potato	alɡəda	1	alg3da	ALKETA
rui	potato	alu	1	alu	ALY
grp	potato	alu	1	alu	ALY
ght	potato	alu	1	alu	ALY
glb	potato	alu	1	alu	ALY
ktg	potato	alu	1	alu	ALY
mdh	potato	alu	1	alu	ALY
mku	potato	alu	1	alu	ALY
get	potato	alu	1	alu	ALY
gja	potato	alu	1	alu	ALY
mal	potato	alu	1	alu	ALY
gtd	potato	alu	1	alu	ALY
psh	potato	alu	1	alu	ALY
pmd	potato	alu	1	alu	ALY
pkh	potato	alu	1	alu	ALY
gcj	potato	alu	1	alu	ALY
ggg	potato	alu	1	alu	ALY
khu	potato	alu	1	alu	ALY
bhe	potato	alu	1	alu	ALY
prg	potato	alu	1	alu	ALY
gka	potato	alu	1	alu	ALY
gse	potato	alu	1	alu	ALY
gki	potato	alu	1	alu	ALY
gar	potato	alu	1	alu	ALY
gam	potato	alu	1	alu	ALY
gch	potato	alu	1	alu	ALY
gdh	potato	alu	1	alu	ALY
met	potato	alu	1	alu	ALY
bhm	potato	alu	1	alu	ALY
bhs	potato	alu	1	alu	ALY
mlj	potato	alu	1	alu	ALY
gni	potato	alu(ɡaɖa)	1	alugada	ALYKATA
goa	potato	alu(pʌda)	1	alupoda	ALYPETA
gba	potato	aluɡaɖa	1	alugada	ALYKATA
bhb	potato	alumaʈi	1	alumati	ALYMATI
gok	potato	aluŋ	1	aluN	ALYN
dog	potato	aɭu	1	aLu	ALY
gra	potato	aɭu	1	aLu	ALY
gkt	potato	halu	1	halu	HALY
gwa	potato	halu	1	halu	HALY
mso	potato	ʌlu	1	olu	ELY
mud	potato	ʌlu	1	olu	ELY
mbh	potato	ʌluɡada	1	olugada	ELYKATA
pkh	rain	dʒʌdi	1	dZodi	TSETI
bhs	rain	eːɾ	2	er	ER
bhb	rain	eːɾ	2	er	ER
mso	rain	ɛɾ	2	Er	ER
bhm	rain	musːuːɾ	3	musur	MYSYR
mud	rain	musuɾ	3	musur	MYSYR
mbh	rain	peɡo	4	pego	PEKU
mal	rain	pɛɣu	4	pExu	PEGY
ght	rain	pil	5	pil	PIL
gcj	rain	pilwai̯ta	5	pilwaita	PILWATA
rui	rain	pir	5	pir	PIR
grp	rain	pir	5	pir	PIR
glb	rain	pir	5	pir	PIR
ktg	rain	pir	5	pir	PIR
dog	rain	pir	5	pir	PIR
mdh	rain	pir	5	pir	PIR
mku	rain	pir	5	pir	PIR
gut	rain	pir	5	pir	PIR
gja	rain	pir	5	pir	PIR
gkt	rain	pir	5	pir	PIR
gok	rain	pir	5	pir	PIR
psh	rain	pir	5	pir	PIR
pmd	rain	pir	5	pir	PIR
ggg	rain	pir	5	pir	PIR
khu	rain	pir	5	pir	PIR
bhe	rain	pir	5	pir	PIR
prg	rain	pir	5	pir	PIR
gse	rain	pir	5	pir	PIR
gra	rain	pir	5	pir	PIR
gki	rain	pir	5	pir	PIR
gar	rain	pir	5	pir	PIR
gam	rain	pir	5	pir	PIR
gwa	rain	pir	5	pir	PIR
gch	rain	pir	5	pir	PIR
gdh	rain	pir	5	pir	PIR
gni	rain	pirːu	5	piru	PIRY
lxg	rain	pirːu	5	piru	PIRY
get	rain	piru	5	piru	PIRY
gba	rain	piru	5	piru	PIRY
gka	rain	piɽ	5	pir	PIR
mlj	rain	piɾ	5	pir	PIR
gbh	rain	piɾu	5	piru	PIRY
goa	rain	piu	5	piu	PI
mad	rain	pʲaɣu	4	py~axu	PAGY
met	rain	pʲahuʔ	4	py~ahu7	PAHYH
gtd	rain	warʃa	5	warSa	WARSA
gbh	rainbow	-----	?	-----	-----
mlj	rainbow	-----	?	-----	-----
gam	rainbow	(akas)dhənuʃ	1	akasdh3nuS	AKASTHENYS
gcj	rainbow	(indra)dhanus	1	indradhanus	INTRATHANYS
gka	rainbow	(indra)dhanuʃ	1	indradhanuS	INTRATHANYS
mbh	rainbow	bʰimanu̯ilˑli	2	bh~imanuilli	PIMANYLLI
gba	rainbow	bʰɪmanəmili	2	bh~iman3mili	PIMANEMILI
mal	rainbow	bʰɪmʌrvilu	2	bh~imorvilu	PIMERBILY
get	rainbow	bʰɪnɪanɡunti	2	bh~iniangunti	PININKYNTI
bhb	rainbow	bimanvil	2	bimanvil	PIMANBIL
gtd	rainbow	danus	1	danus	TANYS
ght	rainbow	danuʃ	1	danuS	TANYS
glb	rainbow	danuʃ	1	danuS	TANYS
grp	rainbow	danuʃ(ban)	1	danuSban	TANYSPAN
